,aoi,Tamb,Wind,POA,i_mp,v_mp,p_mp,Power,anomaly
2021-08-18 00:00:00-07:00,,25.6,3.7,,,,,,False
2021-08-18 00:01:00-07:00,,25.6,3.7,,,,,,False
2021-08-18 00:02:00-07:00,,25.5,3.6,,,,,,False
2021-08-18 00:03:00-07:00,,25.6,4.0,,,,,,False
2021-08-18 00:04:00-07:00,,25.9,4.3,,,,,,False
2021-08-18 00:05:00-07:00,,26.3,4.1,,,,,,False
2021-08-18 00:06:00-07:00,,26.5,3.8,,,,,,False
2021-08-18 00:07:00-07:00,,26.6,3.6,,,,,,False
2021-08-18 00:08:00-07:00,,26.6,3.4,,,,,,False
2021-08-18 00:09:00-07:00,,26.5,3.5,,,,,,False
2021-08-18 00:10:00-07:00,,26.6,3.6,,,,,,False
2021-08-18 00:11:00-07:00,,26.6,3.5,,,,,,False
2021-08-18 00:12:00-07:00,,26.7,3.6,,,,,,False
2021-08-18 00:13:00-07:00,,26.8,3.6,,,,,,False
2021-08-18 00:14:00-07:00,,26.8,3.7,,,,,,False
2021-08-18 00:15:00-07:00,,26.8,3.7,,,,,,False
2021-08-18 00:16:00-07:00,,26.7,3.8,,,,,,False
2021-08-18 00:17:00-07:00,,26.7,3.9,,,,,,False
2021-08-18 00:18:00-07:00,,26.6,3.9,,,,,,False
2021-08-18 00:19:00-07:00,,26.5,4.2,,,,,,False
2021-08-18 00:20:00-07:00,,26.6,4.1,,,,,,False
2021-08-18 00:21:00-07:00,,26.6,3.9,,,,,,False
2021-08-18 00:22:00-07:00,,26.5,3.7,,,,,,False
2021-08-18 00:23:00-07:00,,26.6,3.4,,,,,,False
2021-08-18 00:24:00-07:00,,26.8,3.2,,,,,,False
2021-08-18 00:25:00-07:00,,26.8,3.0,,,,,,False
2021-08-18 00:26:00-07:00,,26.8,3.0,,,,,,False
2021-08-18 00:27:00-07:00,,26.7,3.2,,,,,,False
2021-08-18 00:28:00-07:00,,26.6,3.4,,,,,,False
2021-08-18 00:29:00-07:00,,26.6,3.4,,,,,,False
2021-08-18 00:30:00-07:00,,26.7,3.1,,,,,,False
2021-08-18 00:31:00-07:00,,26.6,3.1,,,,,,False
2021-08-18 00:32:00-07:00,,26.7,3.0,,,,,,False
2021-08-18 00:33:00-07:00,,26.7,3.1,,,,,,False
2021-08-18 00:34:00-07:00,,26.8,3.3,,,,,,False
2021-08-18 00:35:00-07:00,,26.9,3.1,,,,,,False
2021-08-18 00:36:00-07:00,,27.2,3.0,,,,,,False
2021-08-18 00:37:00-07:00,,27.2,3.2,,,,,,False
2021-08-18 00:38:00-07:00,,27.2,3.6,,,,,,False
2021-08-18 00:39:00-07:00,,27.2,3.2,,,,,,False
2021-08-18 00:40:00-07:00,,27.2,2.7,,,,,,False
2021-08-18 00:41:00-07:00,,26.9,3.4,,,,,,False
2021-08-18 00:42:00-07:00,,26.8,3.9,,,,,,False
2021-08-18 00:43:00-07:00,,26.8,3.9,,,,,,False
2021-08-18 00:44:00-07:00,,26.7,4.1,,,,,,False
2021-08-18 00:45:00-07:00,,26.6,3.9,,,,,,False
2021-08-18 00:46:00-07:00,,26.5,3.7,,,,,,False
2021-08-18 00:47:00-07:00,,26.5,3.7,,,,,,False
2021-08-18 00:48:00-07:00,,26.8,3.1,,,,,,False
2021-08-18 00:49:00-07:00,,26.9,3.1,,,,,,False
2021-08-18 00:50:00-07:00,,26.8,3.3,,,,,,False
2021-08-18 00:51:00-07:00,,26.7,3.8,,,,,,False
2021-08-18 00:52:00-07:00,,26.6,4.7,,,,,,False
2021-08-18 00:53:00-07:00,,26.6,4.7,,,,,,False
2021-08-18 00:54:00-07:00,,26.6,5.1,,,,,,False
2021-08-18 00:55:00-07:00,,26.5,4.8,,,,,,False
2021-08-18 00:56:00-07:00,,26.6,4.8,,,,,,False
2021-08-18 00:57:00-07:00,,26.5,4.8,,,,,,False
2021-08-18 00:58:00-07:00,,26.6,5.1,,,,,,False
2021-08-18 00:59:00-07:00,,26.8,5.3,,,,,,False
2021-08-18 01:00:00-07:00,,26.9,4.8,,,,,,False
2021-08-18 01:01:00-07:00,,26.8,4.3,,,,,,False
2021-08-18 01:02:00-07:00,,26.6,4.3,,,,,,False
2021-08-18 01:03:00-07:00,,26.4,4.5,,,,,,False
2021-08-18 01:04:00-07:00,,26.4,4.8,,,,,,False
2021-08-18 01:05:00-07:00,,26.5,4.9,,,,,,False
2021-08-18 01:06:00-07:00,,26.8,5.0,,,,,,False
2021-08-18 01:07:00-07:00,,26.9,4.9,,,,,,False
2021-08-18 01:08:00-07:00,,26.9,4.4,,,,,,False
2021-08-18 01:09:00-07:00,,26.7,4.5,,,,,,False
2021-08-18 01:10:00-07:00,,26.5,4.3,,,,,,False
2021-08-18 01:11:00-07:00,,26.3,4.2,,,,,,False
2021-08-18 01:12:00-07:00,,26.0,4.7,,,,,,False
2021-08-18 01:13:00-07:00,,25.9,4.6,,,,,,False
2021-08-18 01:14:00-07:00,,25.9,4.8,,,,,,False
2021-08-18 01:15:00-07:00,,25.9,5.1,,,,,,False
2021-08-18 01:16:00-07:00,,25.9,5.0,,,,,,False
2021-08-18 01:17:00-07:00,,26.0,4.8,,,,,,False
2021-08-18 01:18:00-07:00,,26.0,4.6,,,,,,False
2021-08-18 01:19:00-07:00,,26.0,4.5,,,,,,False
2021-08-18 01:20:00-07:00,,25.9,4.5,,,,,,False
2021-08-18 01:21:00-07:00,,25.9,4.5,,,,,,False
