,aoi,Tamb,Wind,POA,i_mp,v_mp,p_mp,Power,anomaly
2021-02-07 00:00:00-07:00,,17.9,12.9,,,,,,False
2021-02-07 00:01:00-07:00,,18.1,12.4,,,,,,False
2021-02-07 00:02:00-07:00,,18.1,10.2,,,,,,False
2021-02-07 00:03:00-07:00,,17.8,11.6,,,,,,False
2021-02-07 00:04:00-07:00,,17.7,12.1,,,,,,False
2021-02-07 00:05:00-07:00,,17.8,11.4,,,,,,False
2021-02-07 00:06:00-07:00,,17.8,12.2,,,,,,False
2021-02-07 00:07:00-07:00,,18.0,12.1,,,,,,False
2021-02-07 00:08:00-07:00,,17.8,12.8,,,,,,False
2021-02-07 00:09:00-07:00,,17.7,13.1,,,,,,False
2021-02-07 00:10:00-07:00,,17.9,11.1,,,,,,False
2021-02-07 00:11:00-07:00,,17.6,12.4,,,,,,False
2021-02-07 00:12:00-07:00,,17.8,13.6,,,,,,False
2021-02-07 00:13:00-07:00,,18.2,11.6,,,,,,False
2021-02-07 00:14:00-07:00,,18.3,11.1,,,,,,False
2021-02-07 00:15:00-07:00,,18.0,12.1,,,,,,False
2021-02-07 00:16:00-07:00,,17.8,12.2,,,,,,False
2021-02-07 00:17:00-07:00,,17.6,12.4,,,,,,False
2021-02-07 00:18:00-07:00,,17.5,12.3,,,,,,False
2021-02-07 00:19:00-07:00,,17.6,12.6,,,,,,False
2021-02-07 00:20:00-07:00,,17.8,11.3,,,,,,False
2021-02-07 00:21:00-07:00,,17.9,11.3,,,,,,False
2021-02-07 00:22:00-07:00,,17.9,11.1,,,,,,False
2021-02-07 00:23:00-07:00,,17.8,10.3,,,,,,False
2021-02-07 00:24:00-07:00,,17.6,10.6,,,,,,False
2021-02-07 00:25:00-07:00,,17.4,9.5,,,,,,False
2021-02-07 00:26:00-07:00,,17.3,10.8,,,,,,False
2021-02-07 00:27:00-07:00,,17.4,10.7,,,,,,False
2021-02-07 00:28:00-07:00,,17.4,10.2,,,,,,False
2021-02-07 00:29:00-07:00,,17.3,11.6,,,,,,False
2021-02-07 00:30:00-07:00,,17.7,14.3,,,,,,False
2021-02-07 00:31:00-07:00,,18.0,12.7,,,,,,False
2021-02-07 00:32:00-07:00,,18.1,10.8,,,,,,False
2021-02-07 00:33:00-07:00,,17.9,11.1,,,,,,False
2021-02-07 00:34:00-07:00,,17.9,12.4,,,,,,False
2021-02-07 00:35:00-07:00,,18.3,11.8,,,,,,False
2021-02-07 00:36:00-07:00,,18.5,11.6,,,,,,False
2021-02-07 00:37:00-07:00,,18.4,9.3,,,,,,False
2021-02-07 00:38:00-07:00,,18.2,12.6,,,,,,False
2021-02-07 00:39:00-07:00,,18.3,11.0,,,,,,False
2021-02-07 00:40:00-07:00,,18.1,12.7,,,,,,False
2021-02-07 00:41:00-07:00,,18.3,11.3,,,,,,False
2021-02-07 00:42:00-07:00,,18.3,14.1,,,,,,False
2021-02-07 00:43:00-07:00,,18.3,12.1,,,,,,False
2021-02-07 00:44:00-07:00,,18.1,11.5,,,,,,False
2021-02-07 00:45:00-07:00,,18.1,11.9,,,,,,False
2021-02-07 00:46:00-07:00,,18.3,11.0,,,,,,False
2021-02-07 00:47:00-07:00,,18.3,13.1,,,,,,False
2021-02-07 00:48:00-07:00,,18.5,13.7,,,,,,False
2021-02-07 00:49:00-07:00,,18.8,12.4,,,,,,False
2021-02-07 00:50:00-07:00,,18.7,11.1,,,,,,False
2021-02-07 00:51:00-07:00,,18.5,11.7,,,,,,False
2021-02-07 00:52:00-07:00,,18.5,11.5,,,,,,False
2021-02-07 00:53:00-07:00,,18.6,11.1,,,,,,False
2021-02-07 00:54:00-07:00,,18.6,9.9,,,,,,False
2021-02-07 00:55:00-07:00,,18.4,12.5,,,,,,False
2021-02-07 00:56:00-07:00,,18.2,11.3,,,,,,False
2021-02-07 00:57:00-07:00,,18.4,11.1,,,,,,False
2021-02-07 00:58:00-07:00,,18.3,12.3,,,,,,False
2021-02-07 00:59:00-07:00,,18.2,12.9,,,,,,False
2021-02-07 01:00:00-07:00,,18.0,11.2,,,,,,False
2021-02-07 01:01:00-07:00,,17.9,14.5,,,,,,False
2021-02-07 01:02:00-07:00,,17.9,14.0,,,,,,False
2021-02-07 01:03:00-07:00,,17.8,15.2,,,,,,False
2021-02-07 01:04:00-07:00,,18.0,12.4,,,,,,False
2021-02-07 01:05:00-07:00,,17.8,12.1,,,,,,False
2021-02-07 01:06:00-07:00,,17.6,12.2,,,,,,False
2021-02-07 01:07:00-07:00,,17.6,13.8,,,,,,False
2021-02-07 01:08:00-07:00,,17.6,12.4,,,,,,False
2021-02-07 01:09:00-07:00,,17.8,14.2,,,,,,False
2021-02-07 01:10:00-07:00,,18.1,11.3,,,,,,False
2021-02-07 01:11:00-07:00,,18.0,12.1,,,,,,False
2021-02-07 01:12:00-07:00,,17.8,13.9,,,,,,False
2021-02-07 01:13:00-07:00,,18.1,10.8,,,,,,False
2021-02-07 01:14:00-07:00,,18.2,10.9,,,,,,False
2021-02-07 01:15:00-07:00,,18.1,12.9,,,,,,False
2021-02-07 01:16:00-07:00,,18.3,11.9,,,,,,False
2021-02-07 01:17:00-07:00,,18.0,10.4,,,,,,False
2021-02-07 01:18:00-07:00,,17.9,12.1,,,,,,False
2021-02-07 01:19:00-07:00,,18.0,13.5,,,,,,False
2021-02-07 01:20:00-07:00,,18.1,13.0,,,,,,False
2021-02-07 01:21:00-07:00,,18.0,11.9,,,,,,False
2021-02-07 01:22:00-07:00,,18.0,13.4,,,,,,False
2021-02-07 01:23:00-07:00,,18.2,12.3,,,,,,False
