,aoi,Tamb,Wind,POA,i_mp,v_mp,p_mp,Power,anomaly
2021-08-08 00:00:00-07:00,,17.2,3.4,,,,,,False
2021-08-08 00:01:00-07:00,,17.3,3.5,,,,,,False
2021-08-08 00:02:00-07:00,,17.3,3.5,,,,,,False
2021-08-08 00:03:00-07:00,,17.3,3.4,,,,,,False
2021-08-08 00:04:00-07:00,,17.3,3.3,,,,,,False
2021-08-08 00:05:00-07:00,,17.2,3.4,,,,,,False
2021-08-08 00:06:00-07:00,,17.1,3.3,,,,,,False
2021-08-08 00:07:00-07:00,,17.0,3.2,,,,,,False
2021-08-08 00:08:00-07:00,,16.9,3.3,,,,,,False
2021-08-08 00:09:00-07:00,,16.8,3.0,,,,,,False
2021-08-08 00:10:00-07:00,,16.7,2.9,,,,,,False
2021-08-08 00:11:00-07:00,,16.7,3.0,,,,,,False
2021-08-08 00:12:00-07:00,,16.6,3.2,,,,,,False
2021-08-08 00:13:00-07:00,,16.6,3.2,,,,,,False
2021-08-08 00:14:00-07:00,,16.6,3.2,,,,,,False
2021-08-08 00:15:00-07:00,,16.6,3.1,,,,,,False
2021-08-08 00:16:00-07:00,,16.6,3.1,,,,,,False
2021-08-08 00:17:00-07:00,,16.6,3.0,,,,,,False
2021-08-08 00:18:00-07:00,,16.6,3.1,,,,,,False
2021-08-08 00:19:00-07:00,,16.6,3.1,,,,,,False
2021-08-08 00:20:00-07:00,,16.6,3.1,,,,,,False
2021-08-08 00:21:00-07:00,,16.6,3.2,,,,,,False
2021-08-08 00:22:00-07:00,,16.7,3.0,,,,,,False
2021-08-08 00:23:00-07:00,,16.6,3.1,,,,,,False
2021-08-08 00:24:00-07:00,,16.6,3.0,,,,,,False
2021-08-08 00:25:00-07:00,,16.6,2.6,,,,,,False
2021-08-08 00:26:00-07:00,,16.5,2.5,,,,,,False
2021-08-08 00:27:00-07:00,,16.5,2.4,,,,,,False
2021-08-08 00:28:00-07:00,,16.5,2.3,,,,,,False
2021-08-08 00:29:00-07:00,,16.4,2.3,,,,,,False
2021-08-08 00:30:00-07:00,,16.4,2.4,,,,,,False
2021-08-08 00:31:00-07:00,,16.4,2.3,,,,,,False
2021-08-08 00:32:00-07:00,,16.4,2.2,,,,,,False
2021-08-08 00:33:00-07:00,,16.4,2.1,,,,,,False
2021-08-08 00:34:00-07:00,,16.4,2.1,,,,,,False
