,aoi,Tamb,Wind,POA,i_mp,v_mp,p_mp,Power,anomaly
2021-05-27 00:00:00-07:00,,10.1,0.8,,,,,,False
2021-05-27 00:01:00-07:00,,10.1,0.8,,,,,,False
2021-05-27 00:02:00-07:00,,10.1,1.0,,,,,,False
2021-05-27 00:03:00-07:00,,10.1,0.9,,,,,,False
2021-05-27 00:04:00-07:00,,10.1,1.0,,,,,,False
2021-05-27 00:05:00-07:00,,10.1,1.4,,,,,,False
2021-05-27 00:06:00-07:00,,10.1,1.4,,,,,,False
2021-05-27 00:07:00-07:00,,10.1,1.5,,,,,,False
2021-05-27 00:08:00-07:00,,10.0,1.8,,,,,,False
2021-05-27 00:09:00-07:00,,10.0,1.7,,,,,,False
2021-05-27 00:10:00-07:00,,10.0,1.6,,,,,,False
2021-05-27 00:11:00-07:00,,10.0,1.5,,,,,,False
2021-05-27 00:12:00-07:00,,10.0,1.3,,,,,,False
2021-05-27 00:13:00-07:00,,10.0,0.9,,,,,,False
2021-05-27 00:14:00-07:00,,10.0,0.9,,,,,,False
2021-05-27 00:15:00-07:00,,10.1,0.7,,,,,,False
2021-05-27 00:16:00-07:00,,10.1,0.8,,,,,,False
2021-05-27 00:17:00-07:00,,10.1,0.7,,,,,,False
2021-05-27 00:18:00-07:00,,10.1,0.5,,,,,,False
2021-05-27 00:19:00-07:00,,10.1,0.6,,,,,,False
2021-05-27 00:20:00-07:00,,10.1,0.6,,,,,,False
2021-05-27 00:21:00-07:00,,10.1,0.4,,,,,,False
2021-05-27 00:22:00-07:00,,10.1,0.2,,,,,,False
2021-05-27 00:23:00-07:00,,10.1,0.0,,,,,,False
2021-05-27 00:24:00-07:00,,10.1,0.0,,,,,,False
2021-05-27 00:25:00-07:00,,10.1,0.5,,,,,,False
2021-05-27 00:26:00-07:00,,10.1,0.8,,,,,,False
2021-05-27 00:27:00-07:00,,10.0,0.7,,,,,,False
2021-05-27 00:28:00-07:00,,10.0,0.5,,,,,,False
2021-05-27 00:29:00-07:00,,10.0,0.5,,,,,,False
2021-05-27 00:30:00-07:00,,10.1,0.4,,,,,,False
2021-05-27 00:31:00-07:00,,10.1,0.2,,,,,,False
2021-05-27 00:32:00-07:00,,10.1,0.3,,,,,,False
2021-05-27 00:33:00-07:00,,10.1,0.6,,,,,,False
2021-05-27 00:34:00-07:00,,10.1,0.8,,,,,,False
2021-05-27 00:35:00-07:00,,10.1,1.0,,,,,,False
2021-05-27 00:36:00-07:00,,10.1,1.0,,,,,,False
2021-05-27 00:37:00-07:00,,10.1,1.1,,,,,,False
2021-05-27 00:38:00-07:00,,10.1,1.2,,,,,,False
2021-05-27 00:39:00-07:00,,10.1,1.2,,,,,,False
2021-05-27 00:40:00-07:00,,10.1,1.1,,,,,,False
2021-05-27 00:41:00-07:00,,10.0,1.2,,,,,,False
2021-05-27 00:42:00-07:00,,10.0,1.4,,,,,,False
2021-05-27 00:43:00-07:00,,10.0,1.3,,,,,,False
2021-05-27 00:44:00-07:00,,9.9,1.5,,,,,,False
2021-05-27 00:45:00-07:00,,9.9,1.5,,,,,,False
2021-05-27 00:46:00-07:00,,9.9,1.3,,,,,,False
2021-05-27 00:47:00-07:00,,9.9,1.1,,,,,,False
2021-05-27 00:48:00-07:00,,9.9,1.1,,,,,,False
2021-05-27 00:49:00-07:00,,9.9,1.0,,,,,,False
2021-05-27 00:50:00-07:00,,9.8,0.9,,,,,,False
2021-05-27 00:51:00-07:00,,9.8,1.0,,,,,,False
2021-05-27 00:52:00-07:00,,9.8,0.8,,,,,,False
2021-05-27 00:53:00-07:00,,9.8,0.6,,,,,,False
2021-05-27 00:54:00-07:00,,9.8,0.5,,,,,,False
2021-05-27 00:55:00-07:00,,9.8,0.3,,,,,,False
2021-05-27 00:56:00-07:00,,9.8,0.0,,,,,,False
2021-05-27 00:57:00-07:00,,9.9,0.0,,,,,,False
2021-05-27 00:58:00-07:00,,9.9,0.5,,,,,,False
2021-05-27 00:59:00-07:00,,9.9,0.9,,,,,,False
2021-05-27 01:00:00-07:00,,9.9,0.9,,,,,,False
2021-05-27 01:01:00-07:00,,9.8,1.0,,,,,,False
2021-05-27 01:02:00-07:00,,9.8,1.2,,,,,,False
2021-05-27 01:03:00-07:00,,9.8,1.5,,,,,,False
2021-05-27 01:04:00-07:00,,9.8,1.6,,,,,,False
2021-05-27 01:05:00-07:00,,9.8,1.7,,,,,,False
2021-05-27 01:06:00-07:00,,9.8,1.6,,,,,,False
2021-05-27 01:07:00-07:00,,9.8,1.6,,,,,,False
2021-05-27 01:08:00-07:00,,9.8,1.6,,,,,,False
2021-05-27 01:09:00-07:00,,9.8,1.6,,,,,,False
2021-05-27 01:10:00-07:00,,9.8,1.7,,,,,,False
2021-05-27 01:11:00-07:00,,9.8,2.1,,,,,,False
2021-05-27 01:12:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 01:13:00-07:00,,9.7,3.1,,,,,,False
2021-05-27 01:14:00-07:00,,9.7,3.0,,,,,,False
2021-05-27 01:15:00-07:00,,9.6,3.3,,,,,,False
2021-05-27 01:16:00-07:00,,9.6,3.4,,,,,,False
2021-05-27 01:17:00-07:00,,9.6,3.5,,,,,,False
2021-05-27 01:18:00-07:00,,9.6,3.4,,,,,,False
2021-05-27 01:19:00-07:00,,9.5,3.3,,,,,,False
2021-05-27 01:20:00-07:00,,9.5,3.5,,,,,,False
2021-05-27 01:21:00-07:00,,9.5,3.5,,,,,,False
2021-05-27 01:22:00-07:00,,9.5,3.4,,,,,,False
2021-05-27 01:23:00-07:00,,9.5,3.3,,,,,,False
2021-05-27 01:24:00-07:00,,9.5,3.3,,,,,,False
2021-05-27 01:25:00-07:00,,9.5,3.3,,,,,,False
2021-05-27 01:26:00-07:00,,9.5,3.2,,,,,,False
2021-05-27 01:27:00-07:00,,9.5,3.1,,,,,,False
2021-05-27 01:28:00-07:00,,9.4,3.0,,,,,,False
2021-05-27 01:29:00-07:00,,9.4,2.9,,,,,,False
2021-05-27 01:30:00-07:00,,9.4,2.7,,,,,,False
2021-05-27 01:31:00-07:00,,9.4,2.8,,,,,,False
2021-05-27 01:32:00-07:00,,9.4,2.7,,,,,,False
2021-05-27 01:33:00-07:00,,9.4,2.8,,,,,,False
2021-05-27 01:34:00-07:00,,9.4,2.7,,,,,,False
2021-05-27 01:35:00-07:00,,9.4,2.9,,,,,,False
2021-05-27 01:36:00-07:00,,9.5,2.8,,,,,,False
2021-05-27 01:37:00-07:00,,9.6,2.4,,,,,,False
2021-05-27 01:38:00-07:00,,9.6,2.2,,,,,,False
2021-05-27 01:39:00-07:00,,9.6,1.7,,,,,,False
2021-05-27 01:40:00-07:00,,9.6,1.9,,,,,,False
2021-05-27 01:41:00-07:00,,9.6,1.7,,,,,,False
2021-05-27 01:42:00-07:00,,9.6,1.9,,,,,,False
2021-05-27 01:43:00-07:00,,9.6,2.0,,,,,,False
2021-05-27 01:44:00-07:00,,9.6,2.5,,,,,,False
2021-05-27 01:45:00-07:00,,9.6,2.7,,,,,,False
2021-05-27 01:46:00-07:00,,9.7,3.1,,,,,,False
2021-05-27 01:47:00-07:00,,9.7,2.5,,,,,,False
2021-05-27 01:48:00-07:00,,9.7,2.3,,,,,,False
2021-05-27 01:49:00-07:00,,9.7,2.3,,,,,,False
2021-05-27 01:50:00-07:00,,9.7,2.5,,,,,,False
2021-05-27 01:51:00-07:00,,9.7,2.6,,,,,,False
2021-05-27 01:52:00-07:00,,9.7,2.4,,,,,,False
2021-05-27 01:53:00-07:00,,9.8,2.2,,,,,,False
2021-05-27 01:54:00-07:00,,9.8,2.4,,,,,,False
2021-05-27 01:55:00-07:00,,9.8,2.3,,,,,,False
2021-05-27 01:56:00-07:00,,9.8,2.2,,,,,,False
2021-05-27 01:57:00-07:00,,9.8,2.1,,,,,,False
2021-05-27 01:58:00-07:00,,9.8,2.2,,,,,,False
2021-05-27 01:59:00-07:00,,9.8,2.3,,,,,,False
2021-05-27 02:00:00-07:00,,9.8,2.4,,,,,,False
2021-05-27 02:01:00-07:00,,9.7,2.5,,,,,,False
2021-05-27 02:02:00-07:00,,9.8,2.6,,,,,,False
2021-05-27 02:03:00-07:00,,9.8,2.8,,,,,,False
2021-05-27 02:04:00-07:00,,9.8,2.8,,,,,,False
2021-05-27 02:05:00-07:00,,9.8,2.8,,,,,,False
2021-05-27 02:06:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:07:00-07:00,,9.8,2.6,,,,,,False
2021-05-27 02:08:00-07:00,,9.8,2.5,,,,,,False
2021-05-27 02:09:00-07:00,,9.8,2.5,,,,,,False
2021-05-27 02:10:00-07:00,,9.8,2.6,,,,,,False
2021-05-27 02:11:00-07:00,,9.8,2.4,,,,,,False
2021-05-27 02:12:00-07:00,,9.8,2.5,,,,,,False
2021-05-27 02:13:00-07:00,,9.8,2.5,,,,,,False
2021-05-27 02:14:00-07:00,,9.8,2.5,,,,,,False
2021-05-27 02:15:00-07:00,,9.8,2.6,,,,,,False
2021-05-27 02:16:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:17:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:18:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:19:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:20:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:21:00-07:00,,9.8,2.9,,,,,,False
2021-05-27 02:22:00-07:00,,9.8,2.9,,,,,,False
2021-05-27 02:23:00-07:00,,9.8,3.1,,,,,,False
2021-05-27 02:24:00-07:00,,9.8,3.2,,,,,,False
2021-05-27 02:25:00-07:00,,9.8,3.2,,,,,,False
2021-05-27 02:26:00-07:00,,9.8,3.0,,,,,,False
2021-05-27 02:27:00-07:00,,9.8,3.0,,,,,,False
2021-05-27 02:28:00-07:00,,9.9,3.1,,,,,,False
2021-05-27 02:29:00-07:00,,9.9,3.0,,,,,,False
2021-05-27 02:30:00-07:00,,9.9,3.0,,,,,,False
2021-05-27 02:31:00-07:00,,9.9,3.3,,,,,,False
2021-05-27 02:32:00-07:00,,9.9,3.4,,,,,,False
2021-05-27 02:33:00-07:00,,9.9,3.3,,,,,,False
2021-05-27 02:34:00-07:00,,9.9,3.5,,,,,,False
2021-05-27 02:35:00-07:00,,9.9,3.6,,,,,,False
2021-05-27 02:36:00-07:00,,10.0,3.6,,,,,,False
2021-05-27 02:37:00-07:00,,10.1,3.4,,,,,,False
2021-05-27 02:38:00-07:00,,10.1,3.3,,,,,,False
2021-05-27 02:39:00-07:00,,10.2,3.0,,,,,,False
2021-05-27 02:40:00-07:00,,10.2,2.8,,,,,,False
2021-05-27 02:41:00-07:00,,10.2,2.7,,,,,,False
2021-05-27 02:42:00-07:00,,10.2,2.5,,,,,,False
2021-05-27 02:43:00-07:00,,10.1,2.4,,,,,,False
2021-05-27 02:44:00-07:00,,10.0,2.4,,,,,,False
2021-05-27 02:45:00-07:00,,9.9,2.6,,,,,,False
2021-05-27 02:46:00-07:00,,9.9,2.7,,,,,,False
2021-05-27 02:47:00-07:00,,9.9,2.7,,,,,,False
2021-05-27 02:48:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:49:00-07:00,,9.8,2.7,,,,,,False
2021-05-27 02:50:00-07:00,,9.8,2.4,,,,,,False
2021-05-27 02:51:00-07:00,,9.7,2.4,,,,,,False
2021-05-27 02:52:00-07:00,,9.7,2.3,,,,,,False
2021-05-27 02:53:00-07:00,,9.7,2.2,,,,,,False
2021-05-27 02:54:00-07:00,,9.6,2.3,,,,,,False
2021-05-27 02:55:00-07:00,,9.6,2.2,,,,,,False
2021-05-27 02:56:00-07:00,,9.6,2.2,,,,,,False
2021-05-27 02:57:00-07:00,,9.7,2.0,,,,,,False
2021-05-27 02:58:00-07:00,,9.8,1.9,,,,,,False
2021-05-27 02:59:00-07:00,,9.8,1.9,,,,,,False
2021-05-27 03:00:00-07:00,,9.8,1.8,,,,,,False
2021-05-27 03:01:00-07:00,,9.9,1.9,,,,,,False
2021-05-27 03:02:00-07:00,,9.9,2.1,,,,,,False
2021-05-27 03:03:00-07:00,,9.9,2.1,,,,,,False
2021-05-27 03:04:00-07:00,,9.9,1.9,,,,,,False
2021-05-27 03:05:00-07:00,,10.0,1.8,,,,,,False
2021-05-27 03:06:00-07:00,,10.0,1.8,,,,,,False
2021-05-27 03:07:00-07:00,,10.0,1.6,,,,,,False
2021-05-27 03:08:00-07:00,,10.0,1.4,,,,,,False
2021-05-27 03:09:00-07:00,,10.0,1.6,,,,,,False
2021-05-27 03:10:00-07:00,,10.0,1.9,,,,,,False
2021-05-27 03:11:00-07:00,,10.0,2.0,,,,,,False
2021-05-27 03:12:00-07:00,,10.0,2.2,,,,,,False
2021-05-27 03:13:00-07:00,,10.1,2.0,,,,,,False
2021-05-27 03:14:00-07:00,,10.1,1.9,,,,,,False
2021-05-27 03:15:00-07:00,,10.1,1.8,,,,,,False
2021-05-27 03:16:00-07:00,,10.2,2.0,,,,,,False
2021-05-27 03:17:00-07:00,,10.3,2.0,,,,,,False
2021-05-27 03:18:00-07:00,,10.3,2.0,,,,,,False
2021-05-27 03:19:00-07:00,,10.1,2.3,,,,,,False
2021-05-27 03:20:00-07:00,,9.9,2.2,,,,,,False
2021-05-27 03:21:00-07:00,,9.8,1.8,,,,,,False
2021-05-27 03:22:00-07:00,,9.8,2.1,,,,,,False
2021-05-27 03:23:00-07:00,,9.9,2.3,,,,,,False
2021-05-27 03:24:00-07:00,,9.9,2.2,,,,,,False
2021-05-27 03:25:00-07:00,,9.9,2.3,,,,,,False
2021-05-27 03:26:00-07:00,,10.0,2.3,,,,,,False
2021-05-27 03:27:00-07:00,,10.0,2.2,,,,,,False
2021-05-27 03:28:00-07:00,,9.9,2.2,,,,,,False
2021-05-27 03:29:00-07:00,,9.9,2.0,,,,,,False
2021-05-27 03:30:00-07:00,,9.8,1.9,,,,,,False
