,aoi,Tamb,Wind,POA,i_mp,v_mp,p_mp,Power,anomaly
2021-04-24 00:00:00-07:00,,2.7,3.2,,,,,,False
2021-04-24 00:01:00-07:00,,2.7,3.4,,,,,,False
2021-04-24 00:02:00-07:00,,2.7,3.7,,,,,,False
2021-04-24 00:03:00-07:00,,2.7,3.5,,,,,,False
2021-04-24 00:04:00-07:00,,2.7,3.1,,,,,,False
2021-04-24 00:05:00-07:00,,2.7,3.6,,,,,,False
2021-04-24 00:06:00-07:00,,2.7,3.7,,,,,,False
2021-04-24 00:07:00-07:00,,2.7,3.7,,,,,,False
2021-04-24 00:08:00-07:00,,2.7,3.5,,,,,,False
2021-04-24 00:09:00-07:00,,2.7,3.5,,,,,,False
2021-04-24 00:10:00-07:00,,2.7,3.2,,,,,,False
2021-04-24 00:11:00-07:00,,2.7,3.3,,,,,,False
2021-04-24 00:12:00-07:00,,2.7,3.3,,,,,,False
2021-04-24 00:13:00-07:00,,2.7,3.4,,,,,,False
2021-04-24 00:14:00-07:00,,2.7,3.5,,,,,,False
2021-04-24 00:15:00-07:00,,2.7,3.2,,,,,,False
2021-04-24 00:16:00-07:00,,2.7,3.1,,,,,,False
2021-04-24 00:17:00-07:00,,2.7,3.0,,,,,,False
2021-04-24 00:18:00-07:00,,2.7,3.1,,,,,,False
2021-04-24 00:19:00-07:00,,2.7,3.2,,,,,,False
2021-04-24 00:20:00-07:00,,2.7,3.2,,,,,,False
2021-04-24 00:21:00-07:00,,2.7,3.4,,,,,,False
2021-04-24 00:22:00-07:00,,2.7,2.9,,,,,,False
2021-04-24 00:23:00-07:00,,2.7,3.0,,,,,,False
2021-04-24 00:24:00-07:00,,2.7,2.7,,,,,,False
2021-04-24 00:25:00-07:00,,2.7,3.3,,,,,,False
2021-04-24 00:26:00-07:00,,2.7,3.4,,,,,,False
2021-04-24 00:27:00-07:00,,2.7,3.3,,,,,,False
2021-04-24 00:28:00-07:00,,2.7,3.3,,,,,,False
2021-04-24 00:29:00-07:00,,2.7,3.3,,,,,,False
2021-04-24 00:30:00-07:00,,2.7,3.3,,,,,,False
2021-04-24 00:31:00-07:00,,2.7,4.0,,,,,,False
2021-04-24 00:32:00-07:00,,2.7,3.4,,,,,,False
2021-04-24 00:33:00-07:00,,2.7,3.4,,,,,,False
2021-04-24 00:34:00-07:00,,2.7,3.5,,,,,,False
2021-04-24 00:35:00-07:00,,2.7,3.5,,,,,,False
2021-04-24 00:36:00-07:00,,2.7,3.6,,,,,,False
2021-04-24 00:37:00-07:00,,2.7,2.7,,,,,,False
2021-04-24 00:38:00-07:00,,2.6,2.8,,,,,,False
2021-04-24 00:39:00-07:00,,2.6,3.7,,,,,,False
2021-04-24 00:40:00-07:00,,2.6,3.5,,,,,,False
2021-04-24 00:41:00-07:00,,2.6,3.8,,,,,,False
2021-04-24 00:42:00-07:00,,2.6,3.5,,,,,,False
2021-04-24 00:43:00-07:00,,2.6,3.4,,,,,,False
2021-04-24 00:44:00-07:00,,2.6,2.8,,,,,,False
2021-04-24 00:45:00-07:00,,2.6,2.8,,,,,,False
2021-04-24 00:46:00-07:00,,2.6,2.8,,,,,,False
2021-04-24 00:47:00-07:00,,2.6,2.3,,,,,,False
2021-04-24 00:48:00-07:00,,2.6,1.8,,,,,,False
2021-04-24 00:49:00-07:00,,2.6,1.6,,,,,,False
2021-04-24 00:50:00-07:00,,2.6,1.4,,,,,,False
2021-04-24 00:51:00-07:00,,2.6,1.3,,,,,,False
2021-04-24 00:52:00-07:00,,2.6,1.6,,,,,,False
2021-04-24 00:53:00-07:00,,2.6,1.4,,,,,,False
2021-04-24 00:54:00-07:00,,2.6,1.2,,,,,,False
2021-04-24 00:55:00-07:00,,2.6,1.3,,,,,,False
2021-04-24 00:56:00-07:00,,2.6,1.5,,,,,,False
2021-04-24 00:57:00-07:00,,2.5,1.5,,,,,,False
2021-04-24 00:58:00-07:00,,2.5,1.6,,,,,,False
2021-04-24 00:59:00-07:00,,2.5,1.3,,,,,,False
2021-04-24 01:00:00-07:00,,2.5,1.4,,,,,,False
2021-04-24 01:01:00-07:00,,2.5,2.4,,,,,,False
2021-04-24 01:02:00-07:00,,2.5,2.7,,,,,,False
2021-04-24 01:03:00-07:00,,2.4,2.4,,,,,,False
2021-04-24 01:04:00-07:00,,2.4,2.7,,,,,,False
2021-04-24 01:05:00-07:00,,2.4,2.9,,,,,,False
2021-04-24 01:06:00-07:00,,2.4,3.1,,,,,,False
2021-04-24 01:07:00-07:00,,2.3,3.4,,,,,,False
2021-04-24 01:08:00-07:00,,2.3,3.5,,,,,,False
2021-04-24 01:09:00-07:00,,2.3,3.1,,,,,,False
2021-04-24 01:10:00-07:00,,2.3,2.9,,,,,,False
2021-04-24 01:11:00-07:00,,2.2,2.7,,,,,,False
2021-04-24 01:12:00-07:00,,2.2,2.5,,,,,,False
2021-04-24 01:13:00-07:00,,2.2,2.7,,,,,,False
2021-04-24 01:14:00-07:00,,2.1,2.4,,,,,,False
2021-04-24 01:15:00-07:00,,2.1,2.5,,,,,,False
2021-04-24 01:16:00-07:00,,2.0,2.9,,,,,,False
2021-04-24 01:17:00-07:00,,2.0,2.9,,,,,,False
2021-04-24 01:18:00-07:00,,1.9,3.3,,,,,,False
2021-04-24 01:19:00-07:00,,1.9,3.5,,,,,,False
2021-04-24 01:20:00-07:00,,1.8,3.3,,,,,,False
2021-04-24 01:21:00-07:00,,1.8,3.6,,,,,,False
2021-04-24 01:22:00-07:00,,1.8,3.4,,,,,,False
2021-04-24 01:23:00-07:00,,1.8,3.4,,,,,,False
2021-04-24 01:24:00-07:00,,1.8,3.2,,,,,,False
2021-04-24 01:25:00-07:00,,1.7,3.5,,,,,,False
